# snap_num	t[myr]	redshift	mvir[msun]	rvir[pc]	m_star[msun]
3.870000000000000000e+02 4.566548463198208765e+02 1.053640978960830665e+01 1.228594716173817962e+08 1.560052458784800592e+03 2.832992008019872010e+05
3.890000000000000000e+02 4.570688947254026289e+02 1.052944393252592548e+01 1.229693936042430103e+08 1.490368500249084946e+03 3.096789481451823376e+05
3.910000000000000000e+02 4.575091813615757701e+02 1.052203682417296982e+01 1.227462186612236202e+08 1.470173227105020942e+03 3.094998955600780318e+05
3.930000000000000000e+02 4.579157067936699832e+02 1.051520613899804957e+01 1.230002050702559948e+08 1.473610788755866906e+03 3.093348470877679065e+05
3.950000000000000000e+02 4.583374692263446946e+02 1.050812798728548891e+01 1.231192872226894200e+08 1.458772327529022959e+03 3.174622339815761661e+05
3.970000000000000000e+02 4.587734041036083568e+02 1.050084045596015869e+01 1.232025614551607519e+08 1.454081589403224370e+03 3.263608473732462153e+05
3.990000000000000000e+02 4.589850486767290363e+02 1.049731943519269706e+01 1.235056796613511741e+08 1.463332219826592336e+03 3.345322471929964377e+05
4.010000000000000000e+02 4.593913489885841273e+02 1.049056606664905367e+01 1.235922848631223589e+08 1.742620661618955410e+03 3.549272369010405382e+05
4.030000000000000000e+02 4.598213303179981608e+02 1.048342771667595485e+01 1.236447476295767725e+08 1.638511749482174309e+03 3.680560926525674877e+05
4.050000000000000000e+02 4.602361479825864308e+02 1.047652857491661393e+01 1.238471040144813210e+08 1.435483904571030052e+03 3.712640347779188887e+05
4.070000000000000000e+02 4.606551095846306225e+02 1.046953929483360390e+01 1.241510549629980624e+08 1.436035023102806008e+03 3.742179022852926864e+05
4.090000000000000000e+02 4.610782155021546487e+02 1.046251401781559665e+01 1.246723516582605243e+08 1.429519196821275045e+03 3.885431093875888619e+05
4.110000000000000000e+02 4.615105908223659981e+02 1.045536565159410003e+01 1.253576985914908051e+08 1.614497343241963335e+03 3.901535823597759590e+05
4.130000000000000000e+02 4.619192613512869912e+02 1.044861738270917684e+01 1.253185597022295743e+08 1.607808554043015192e+03 3.934275438740432146e+05
4.150000000000000000e+02 4.623341647649309039e+02 1.044177432050197574e+01 1.258240342933247536e+08 1.730548387079956456e+03 3.930684384100597817e+05
4.170000000000000000e+02 4.627361649462852711e+02 1.043515187147000844e+01 1.258315289742484540e+08 1.724405294077255348e+03 3.957262189610601636e+05
4.190000000000000000e+02 4.631463246535853955e+02 1.042840495448947458e+01 1.259805898503689319e+08 1.587465168601387859e+03 3.973807048591919593e+05
4.210000000000000000e+02 4.635712125818554341e+02 1.042145024983101820e+01 1.259980774391886294e+08 1.582147844313450832e+03 3.969985926384647610e+05
4.230000000000000000e+02 4.639935516977051861e+02 1.041451256573433426e+01 1.259805898503709584e+08 1.574341341474115552e+03 4.018630212494931184e+05
4.250000000000000000e+02 4.644241595492118222e+02 1.040744772471407131e+01 1.255117559215602130e+08 1.377080155592794654e+03 4.013948837644003797e+05
4.270000000000000000e+02 4.648289603991028116e+02 1.040081426089763461e+01 1.256366672702676356e+08 1.561204098250147354e+03 4.038616082050375990e+05
4.290000000000000000e+02 4.652425230880022582e+02 1.039404517930266536e+01 1.265909899743769020e+08 1.557434456844918714e+03 4.064643725985974306e+05
4.310000000000000000e+02 4.656678290034034262e+02 1.038711954665090076e+01 1.264885626684381813e+08 1.550608525046660588e+03 4.060832606716377777e+05
4.330000000000000000e+02 4.660923811814055853e+02 1.038023274844990596e+01 1.267408835928243846e+08 1.544454875144382186e+03 4.057101510948553332e+05
4.350000000000000000e+02 4.665131960658496268e+02 1.037341478961233676e+01 1.271231123198625296e+08 1.536882332193315733e+03 4.051529874641028000e+05
4.370000000000000000e+02 4.669250733952309247e+02 1.036673634340045069e+01 1.274145721335075498e+08 1.530776678817275069e+03 4.046888511541022453e+05
4.390000000000000000e+02 4.673373731050536435e+02 1.036002335495588866e+01 1.272854970731789023e+08 1.525014806854457220e+03 4.042997368769723689e+05
4.410000000000000000e+02 4.677456019308253303e+02 1.035338753142361590e+01 1.270839734306000471e+08 1.515569692316298870e+03 4.039056211309810169e+05
4.430000000000000000e+02 4.681533733654367779e+02 1.034680722488480775e+01 1.284938061863234788e+08 1.912746785224348287e+03 4.035335118479702505e+05
4.450000000000000000e+02 4.685644220757450285e+02 1.034018174760459630e+01 1.274986791083035171e+08 1.463074303620117689e+03 4.031654037400417728e+05
4.470000000000000000e+02 4.689931130889601718e+02 1.033328014091573976e+01 1.287661129265001714e+08 1.882473886882210081e+03 4.027852921068505384e+05
4.490000000000000000e+02 4.694129764653179109e+02 1.032652879067238416e+01 1.290634019364194125e+08 1.875429289590627377e+03 4.024211851740087732e+05
4.510000000000000000e+02 4.698431285879717620e+02 1.031962033537284817e+01 1.286828386940311641e+08 1.899320713572788236e+03 4.019600497453298303e+05
4.530000000000000000e+02 4.702622725774138530e+02 1.031291659173519903e+01 1.287053227367988229e+08 1.891777470358684013e+03 4.014498999218437821e+05
4.550000000000000000e+02 4.706781037640850514e+02 1.030624936756121635e+01 1.288418924780477285e+08 1.884544628818315687e+03 4.010117712498994078e+05
4.570000000000000000e+02 4.710810787561362076e+02 1.029979576666129049e+01 1.291433451995910257e+08 1.877769793462313601e+03 4.006146546225981438e+05
4.590000000000000000e+02 4.714897552638013849e+02 1.029325837677116873e+01 1.294039935472247005e+08 1.876576410576679791e+03 4.002125365264422144e+05
4.610000000000000000e+02 4.719045554183356899e+02 1.028663076063758552e+01 1.294864350373701602e+08 1.871583157628759864e+03 3.998194210742243449e+05
4.630000000000000000e+02 4.723221704687775855e+02 1.027996602226223466e+01 1.296837949683238715e+08 1.866645671440561273e+03 3.994723191354954033e+05
4.650000000000000000e+02 4.727514277943281513e+02 1.027316409286148691e+01 1.298186992249268591e+08 1.861810272322425135e+03 3.989661704870968824e+05
4.670000000000000000e+02 4.731740627679359932e+02 1.026647960724277553e+01 1.301451342162087858e+08 1.839945028236586040e+03 3.984740259514912032e+05
4.690000000000000000e+02 4.735927914208443212e+02 1.025986471788286103e+01 1.290151028815876842e+08 1.491303296021682854e+03 3.980599043300743797e+05
4.710000000000000000e+02 4.740053067553126311e+02 1.025331599489601686e+01 1.302284084486790597e+08 1.825082729264661339e+03 3.976827935781990527e+05
4.730000000000000000e+02 4.744203601299961406e+02 1.024672659492984650e+01 1.304490851647265851e+08 1.819746867763183445e+03 3.972616699003821122e+05
4.750000000000000000e+02 4.748328081593888328e+02 1.024019889825039620e+01 1.306714273654215038e+08 1.779205882369939218e+03 3.968765567983348737e+05
4.770000000000000000e+02 4.752477884440837670e+02 1.023366928198191950e+01 1.305340248818448782e+08 1.771299181632203499e+03 3.965094489841756877e+05
4.790000000000000000e+02 4.756719241566706273e+02 1.022700344180423038e+01 1.315741200453992039e+08 1.763876598747656544e+03 3.961263364696747158e+05
4.810000000000000000e+02 4.760830113617973893e+02 1.022055022086601994e+01 1.321761927461586148e+08 1.753966797749494845e+03 3.957742330620879657e+05
4.830000000000000000e+02 4.764952839573385290e+02 1.021408583812321780e+01 1.324035314008033872e+08 1.746234536017363553e+03 3.952790876451755757e+05
4.850000000000000000e+02 4.769027082553250239e+02 1.020770478955939176e+01 1.327599451157774180e+08 1.738338016085225945e+03 3.948149513351818896e+05
4.870000000000000000e+02 4.773114093270301055e+02 1.020131395039572553e+01 1.325908984238634259e+08 1.706666320530903249e+03 3.943888261885059183e+05
4.890000000000000000e+02 4.777158958090722081e+02 1.019498912279993341e+01 1.328906856607562900e+08 1.698689663195804314e+03 3.940297207245205063e+05
4.910000000000000000e+02 4.781407849931529768e+02 1.018835295216822878e+01 1.328640379063653797e+08 1.690002859968683424e+03 3.936456079162459355e+05
4.930000000000000000e+02 4.785538433030280316e+02 1.018190910081453637e+01 1.327399592999830544e+08 1.680384920655209271e+03 3.932634956955109374e+05
